content,score,at
sangat membantu.berobat tidak perlu keluar rumah,5,2025-05-21 14:40:04
sangat membantu di saat urgent dan di butuhkan,5,2025-05-21 14:29:40
"dokter cekatan bgt byk membantu org2 skt drpd ngantri di rs, thx buat para dokter ya",5,2025-05-21 13:40:34
good,5,2025-05-21 12:45:38
"Sangat membantu sekali bagi kami yang masih awam terhadap penyakit dan obat2an, ada kekurangannya yaitu apotik yang bekerjasama sering tidak memiliki obat yang diresepkan dokter terimakasih,semoga memberikan manfaat ke orang banyak",3,2025-05-21 11:59:21
Fast Respon,5,2025-05-21 10:37:33
membantu banget kalau lagi genting tapi ga bisa langsung berangkat ke dokter,5,2025-05-21 10:16:18
"penggunaan apps mudah, dokter jg sangat responsif, best",5,2025-05-21 08:19:18
sangat membantu,5,2025-05-21 04:32:49
mantap,5,2025-05-21 03:33:31
"kerennn, dokter nya humble semuaa",5,2025-05-21 03:17:30
"Semua -muanya Ok,,🙏",5,2025-05-21 01:45:04
sangat membantu dan dokter nya ramah 👍,5,2025-05-21 00:53:05
dokternya sangat ramah dan fastrespon,5,2025-05-21 00:44:23
"sejauh ini respon dokternya bagus semua, semoga suamiku lekas sehat dgn resep doktermya",5,2025-05-21 00:09:31
bagus,5,2025-05-21 00:06:09
penjelasannya oke bgt.. dokter cepat tanggap dan ramah..,5,2025-05-20 20:21:43
pelayanan nya ramah dan cepat,5,2025-05-20 20:01:39
mudah2an semakin banyak dokter yg berkualitas dan pelayanan lain juga yg semakin berkembang,5,2025-05-20 16:00:38
mantap,5,2025-05-20 15:16:36
pengalaman pertama ketika memakai aplikasi ini pesanan obat untuk ibu saya langsung dibatalkan padahal obat itu sangat diperlukan tanpa ada notifikasi pemberitahuan sampai saya mengecek di aplikasi kalo pesanan obat sayq dibatalkan sangat mengecewakan cukup sekali memakai aplikasi ini terima kasih,1,2025-05-20 13:48:27
memudahkan,5,2025-05-20 12:56:23
pelayanan cepat pengantaran cepat konsultasi mudah,5,2025-05-20 11:47:27
wkt yg diberikan hanya 30 menit. jadi blm puas,3,2025-05-20 11:34:19
suka bgttt,5,2025-05-20 09:58:05
membantu sekali,5,2025-05-20 09:49:55
sangat membantu,4,2025-05-20 06:49:46
utk tanggapan cepat bagus terima kasih,5,2025-05-20 03:35:28
good,5,2025-05-20 03:26:56
Alhamdulillah. manfaat sekali. terima kasih,5,2025-05-20 02:31:49
terbaik,5,2025-05-20 00:03:13
sangat membantu,5,2025-05-19 21:01:32
"very good,buat dokter2nya, ramah dan sopan.good pokok ny smga penyakit saya cpet smbuh, aamiin.",5,2025-05-19 16:25:55
keren dokternya baikkk,5,2025-05-19 15:01:03
"bagus, mudah dan cepat",5,2025-05-19 14:49:00
sangat puas,5,2025-05-19 13:23:51
dokternya ramah dan tidak hanya fokus ke penyakitnya tapi kebiasaan sebelumny jd rekomendasi obatny tokcer langsung mendingan terimakasih halodoc,5,2025-05-19 12:27:24
sangat membantu untuk konsultasi awal,5,2025-05-19 12:23:00
konsultasi yang komunikatif sangat membantu terimakasih,5,2025-05-19 11:51:15
Mempermudah konsultasi dirumah,5,2025-05-19 11:20:00
dokternya baik & sabar,5,2025-05-19 10:15:48
"respon lama, saran lama, keburu habis waktunya buat nunggu respon dokternya, endingnya g dpet saran apa apa, tlong dong merugikan bgt, sia sia jg",1,2025-05-19 10:12:02
pelayanan ramah dan pengiriman cepat.,5,2025-05-19 08:54:47
TOP pelayanan dokter dokter nya,5,2025-05-19 08:49:48
"ketika membeli obat keras dilanjutkan untuk konsultasi dokter dulu, setela klik konsultasi malah dokter tidak tersedia, menunggu sudah lebih dari 1 jam,padahal urgent",3,2025-05-19 08:44:04
"proses pembayaran mudah, konsul ke dokter cepat dan bisa kirim foto, obat juga cepat sampai.mantap",5,2025-05-19 07:18:59
bagus sekali konsultasi ke halodoc dokter nya fast respon dan sangat teliti,5,2025-05-19 06:32:20
"bagusss, sangat membantu ketika tidak ada waktu untuk konsul dokter offline",5,2025-05-19 03:33:24
Untuk pembelian obat lancar dan bisa chat dengan dokternya juga...,5,2025-05-19 03:20:21
"terimakasih dok ,dokter nya baik semoga resep yang di berikan manjur di suami saya",5,2025-05-19 02:53:03
ok lah,5,2025-05-19 02:19:29
"terima kasih halodoc, terimakasih dokter Jessica sangat membantu sekali.",5,2025-05-19 00:38:55
"baik, sangat membantu",5,2025-05-18 16:36:59
sangat membantu sekali bagi para ibu yg mempunyai anak balita...apalagi anak balitanya tidak ada yg jaga...terimakasih sudah sangat mempermudah kami untuk konsultasi kesehatan...,5,2025-05-18 15:36:55
dr. Corry dokternya ramah semoga bisa membantu kulit sy yg lagi bermasalah. menjawab semua pertanyaan kita. trm kasih dokter,5,2025-05-18 15:33:06
"saya beli obat , malah di batalkan oleh sistem yang kocak itu saya udah bayar ongkir nya malah di balikin nya ke apk nya padahal saya bayar ongkir nya lewat mbanking anehhh",1,2025-05-18 14:52:52
biasa pake ini gapernah bermasalah. ini udh coba sejam lebih buat pembayaran gabisa semuanya mau pake via apa juga. heran udh bolak balik tetep gabisa,2,2025-05-18 14:46:17
"konsultasi yang sia-sia. sulit membedakan dokter online dengan frontliner apotik, hanya meresepkan obat, tanpa mengerti kecocokan utk pemyakit. jika saya jadi dokter online spt ini saya akan resepkan paracetamol utk semua pemyakit pasien. bedanya 100mg, 200, 500, saja.",2,2025-05-18 13:34:31
"aku udh langganan halodoc dri dulu tpi ga pernah ada masalah tpi sekarang mau konsultasi udh menghubungkan akun bank pun suruh menghubungan trus bolakbalik ga jadi jadi, org sakit dibikin emosi mau priksa doang pante' aku udh kecewa bgt mau uninstall aplikasi ga guna",1,2025-05-18 12:35:55
sangat membantu,5,2025-05-18 11:12:10
sangat membantu tanpa harus keluar rumah.,5,2025-05-18 10:27:23
terbaik,5,2025-05-18 08:37:45
respon nya cepet,5,2025-05-18 07:59:56
sangat membantu,5,2025-05-18 06:45:51
ngecek pesanan obat di halodoc bgaimana ya? obatku belum sampai pdhal sudah lewat tgl perkiraan sampainya,4,2025-05-18 05:22:10
Bagus dan sangat membantu. Apalagi untuk di daerah pedalaman kaya saya.,5,2025-05-18 04:20:48
applikasi sangat membantu sekali terimakasih halodoc,5,2025-05-18 03:38:10
sangat membantu,5,2025-05-18 03:36:02
"lucu sekelas halodoc apotik principal batalin orderan, padahal driver sudah menuju lokasi. parah halodoc",1,2025-05-18 01:35:40
bagus,5,2025-05-18 00:55:23
membabtu sekali untuk kami yang jauh dari faskes,5,2025-05-17 14:23:16
membantu saat sakit darurat tanpa harus ke rumah sakit,5,2025-05-17 12:37:57
sangat membantu untuk dunia medis dan pasien mode online,5,2025-05-17 11:25:05
obat asli dan pengantaran tepat waktu,5,2025-05-17 10:35:42
Aplikasi yang sangat membantu,5,2025-05-17 09:49:11
bagus,5,2025-05-17 09:46:09
keren pelayanan an pokoknya solusi berobat dari rumah deh,5,2025-05-17 09:30:30
sangat membantu sekali,4,2025-05-17 07:48:36
sangat membantu dan sangat cepat respon nya terimakasih hallodoc,5,2025-05-17 07:41:30
"ga jelas dokternya, saya sudah bayar tapi tiba2 muncul notifikasi dokter sibuk, trus tiba2 chatnya berakhir dan uang tidak kembali",1,2025-05-17 07:25:13
the best...,5,2025-05-17 06:37:27
good news,5,2025-05-17 06:18:32
membantu,5,2025-05-17 05:59:19
sangat² membantu,5,2025-05-17 05:43:42
sangat membantu sekali dan begitu lengkap penjelasannya,5,2025-05-17 02:57:23
bagus,5,2025-05-16 23:16:27
good,5,2025-05-16 18:55:49
sangat membantu dalam hal darurat butuh konsultasi dokter online,5,2025-05-16 18:27:53
sangat baik sekali,5,2025-05-16 13:54:56
sangat bagus,5,2025-05-16 11:10:15
baik dokternya gercep,5,2025-05-16 10:42:09
Bantu banget apalagi kalau kena penyakit yang langganan kyk batuk pilek amandel dll.. nggak usah ngantri dan bisa kapan aja.,5,2025-05-16 09:03:01
sangat membantu,5,2025-05-16 08:42:10
Sangat membantu,5,2025-05-16 06:55:09
"Konsul halodoc dgn dr.Wilujeng Anggraini,Sp.PD di 2024,qadarullah perlu Konsul lanjutan di 2025, Alhamdulillah sangat puas dan terbantu👍semoga app Halodoc juga makin berkembang",5,2025-05-16 05:50:30
sangat membantu,5,2025-05-16 05:13:46
Baik aplikasinya dan saya melakukan konsultasi secara online sangat memuaskan terimakasih halodoc,5,2025-05-16 04:07:49
mantap respon cepat terimakasih,5,2025-05-16 03:59:38
"sangat ramah, sangat akurat, cepat responnya",5,2025-05-15 23:23:45
pelayanan nya baik banget dan jelas,5,2025-05-15 14:43:15
"mudah digunakan, dan cepat dalam pengiriman",5,2025-05-15 14:30:25
ada hallodoc membantu kami dalam memesan obat kalo males keluar rumah.,5,2025-05-15 14:26:20
make it easy,5,2025-05-15 13:18:30
membantu sekali,5,2025-05-15 12:32:49
"mungkin emang akunya yang belum siap konsul ke psikolog mereka, atau akunya aja yang salah. tapi pas konsul sama salah satu psikolog mereka bukannya tambah tenang, malah makin dapet tekanan, hehe mungkin memang aku aja yang salah, tapi makasih buat psikolognya udah kasih saran, makanya aku kasih bintang 5",5,2025-05-15 11:03:36
"sangat bagus dan membantu, bisa konsultasi dengan dokter kapan saja.",5,2025-05-15 05:08:43
Sangat membantu,5,2025-05-15 05:00:22
durasinya kurang panjang minimal 45 menit,5,2025-05-15 04:08:37
good,5,2025-05-15 02:11:53
Fast Respon 👍👍👍,5,2025-05-14 22:50:07
"lama kelamaan tidak ada bedanya saya bicara dengan AI karena penulisan yang sudah disusun sebelumnya. Saya konsultasi dengan berbagai dokter juga template jawabannya pun hampir sama. Apa karena harganya yang cuma 60.000, sehingga memang seharusnya layanan harus cepat? Kalau bisa berilah tanda bahwa konsultasi tersebut dijawab dengan manusia, seperti Voice Note atau semacamnya. Saya tahu dokter sesibuk itu kalau harus melayani dengan cara seperti ini, tapi ini memberikan rasa aman.",4,2025-05-14 22:13:25
"Sejauh ini Konsul sama dokter responnya cepet, 30 menit berasa cukup bangettt",5,2025-05-14 17:01:36
"solusi konsultasi online, dokternya ramah, menjelaskan dengan baik",5,2025-05-14 15:25:12
"sofar, dokter baik dan komunikasi nya jelas. banyak pengalaman. dan skincare sangat cocok untuk kondisi gejala",4,2025-05-14 12:50:18
sangat membantu... terima kasih banyak 🫰,5,2025-05-14 11:41:45
sangat membantu,5,2025-05-14 08:57:14
bagus,5,2025-05-14 08:24:31
mudah dioperasikan walau saya lqnsia,5,2025-05-14 05:50:35
menyenangkan dan konsultasi dengan dokternya pun aman,5,2025-05-14 04:56:02
bintang 4 dlu yaa kalo berhasil ku kasih bintang 5,4,2025-05-14 04:39:46
puas,5,2025-05-14 04:28:03
respon sangat cepat,5,2025-05-14 03:19:56
sangat membantu dan mempermudah dalam pelayanan pembelian obat kondisi darurat,5,2025-05-13 23:01:01
mantap..,5,2025-05-13 14:57:33
untuk saat ini sangat membantu saya,5,2025-05-13 13:25:46
obat sesuai pesanan dan oengantaran cepat,5,2025-05-13 10:56:50
"terbaik. sudah pernah konsultasi beberapa dokter umum dan spesialis (kandungan, kulit, anak, laktasi dll). waktu leluasa, dokter ramah dan sangat informatif. terjamin.",5,2025-05-13 10:48:24
"berkali kali periksa spesialis mata di halodoc, cocok sekali😊😊😊",5,2025-05-13 08:19:05
dokter nya responsif memberikan penjelasan,5,2025-05-13 05:55:50
ok,5,2025-05-13 05:33:49
hallo dokter sangat membantu dan terbantu ❤,5,2025-05-13 04:31:25
sangat puas alhamdulilah.,5,2025-05-13 04:07:46
bagus,4,2025-05-13 03:29:21
dokternya sangat baik menjelaskan..trimakasih,5,2025-05-13 02:43:43
pelayanan nya baik,5,2025-05-13 01:49:37
membantu,5,2025-05-13 01:37:00
bagus tanggapan dr nya sigap,5,2025-05-12 20:28:30
cukup membantu,5,2025-05-12 13:31:53
sangat membantu dan sangat baik,5,2025-05-12 13:28:31
sangat membantu disaat mager keluar beli obat,5,2025-05-12 13:12:08
"sangat membantu, dan mempermudah orang sakit sembuh. terimakasih creator halodo, sukses terus yeah",5,2025-05-12 11:52:30
terima kasih atas bantuan nya,5,2025-05-12 09:47:31
aplikasi anehh ! verifikasi ktp sama wajah gagal terus akun malah di blokir !!! ktp jelas padahl !!!!,1,2025-05-12 09:18:27
"masyaallah trmksih yg sudh membuat apk ini ,sangat sangat membantu saat sdng genting ini🖤",5,2025-05-12 08:03:38
berkonsultasi dan menerima arahan yg bagus diaplikasi ini sangat membantu sekali.. terimakasih,5,2025-05-12 06:20:33
cepat sekali,5,2025-05-12 05:28:59
Makin mahal ya tarif buat ke psikiaternya Tolong dong balikin ke 50k aja kayak biasa,1,2025-05-12 03:53:20
aplikasi bermanfaat..dan respon konsultasi dokter cepat,5,2025-05-12 03:32:06
mudah dan cepat dokternya melayani,5,2025-05-12 01:30:38
bagus,5,2025-05-12 01:28:47
"fast respon, dan puas banget sama jawaban dokternya 😚",5,2025-05-11 20:43:03
konsultasinya bentar banget,1,2025-05-11 14:33:18
"masak sy beli obt gk sesuai dengan di gambar (bungkus obatnya warna silver), tapi yg dikirim warna biru (harganya lebih murah) dan saya sdh punya dirumah, sdh komplain balasannya tidak masuk akal, katanya gambar hanya sampel, seharusnya pihak halodoc/apotik menelepon saya terlebih dahulu untuk menanyakan apakah saya mau atau tidak, sy marah sekali, orang dagang tidak boleh gitu!",1,2025-05-11 13:01:30
sangat membantu,5,2025-05-11 12:39:58
sangat membantu sekali,5,2025-05-11 11:08:26
sangat membantu,5,2025-05-11 11:07:24
Mantap,5,2025-05-11 10:49:22
"keren, membantu",5,2025-05-11 10:03:11
aplikasi sangat membantu,5,2025-05-11 07:39:03
sangat membantu,5,2025-05-11 07:15:34
baguss,5,2025-05-11 06:18:54
sangat memuaskan,5,2025-05-11 05:50:35
bubarin aja tuh kurirnya medex ga jelas,1,2025-05-11 05:16:37
baik banget kalo urgenr bisa buat andalan,4,2025-05-11 04:43:02
"dokternya komunikatif dan sangat membatu sekali. terima kasih, dok",5,2025-05-11 03:44:39
pertolongan pertama,5,2025-05-11 03:31:39
"App ini sangat membantu ketika, tidak bisa keluar untuk ke RS. Dokternya ramah dan pelayanan konsulnya oke. ❤️❤️❤️",5,2025-05-11 02:52:15
suka dengan aplikasinya,5,2025-05-11 00:13:59
bagus,5,2025-05-11 00:08:29
"Konsultasinya nyaman bisa nanya dengan lebih tenang, cepat juga balas chatnya, dokternya juga ramah, menjelaskan secara detail, dan berpengalaman. terimakasih halodoc",5,2025-05-11 00:01:16
Bagus dan sangat membantu,5,2025-05-10 23:56:05
semua serba cepat dan praktis dengan halodoc🤩,5,2025-05-10 23:02:55
gercep,5,2025-05-10 22:31:27
sangat membantu,5,2025-05-10 16:56:54
good,5,2025-05-10 14:39:44
penjelasan dr dokter2 yg berpengalaman dibidangnya sehingga sangat membantu sy sebagai pasien yg membutuhkan konsultasi secara pribadi,5,2025-05-10 13:31:33
bagus,5,2025-05-10 12:50:00
sangat membantu,5,2025-05-10 12:17:42
"sangat efisien disaat GK bisa kemana"" dn ada solusi yg terbaik di halodoc.sangat membantu..trimakasih halodoc dr yg direkomendasikan sangat ahli ..dan sakit yg saya rasakan udh berangsung membaik..",5,2025-05-10 11:01:57
doctornya mahal bgt dah,2,2025-05-10 10:50:09
sangat membantu,5,2025-05-10 10:14:14
mantep dpt voucher dari asii kita pke Konsul ke spesialis,5,2025-05-10 09:22:07
ngebantu bangettt 👍👍,5,2025-05-10 08:22:51
bagus responnya cepat.,5,2025-05-10 08:13:10
"Konsul ke psikiater dengan biaya 72rb. durasi 30 menit. tapi jawaban yg diberikan template, ""oh begitu, oh begitu"" apakah wajar seorang psikiater kayak gitu? ga ada kejelasan saya harus ngapain, ngebales lama. boro2 plong malah emosi.",3,2025-05-10 07:57:24
obat bagus & konsultasi baik,4,2025-05-10 07:31:42
Dokternya ramah² pisaaaannn,5,2025-05-10 04:31:36
tidak perlu repot2x ke layanan kesehatan masyarakat cukup dari rumah bisa konsultasi,5,2025-05-10 03:57:09
sangat membantu,5,2025-05-10 03:12:30
gercep,5,2025-05-09 23:21:09
dokternya pada baik,5,2025-05-09 15:59:13
"dokter nya tidak slow respon,,dan sangat menghargai pasien.",5,2025-05-09 15:00:10
sangat membantu,5,2025-05-09 14:40:35
"Menyenangkan sekali.. kita ga harus antri ke poly RS atau ke tempat praktek dokter.. makasi ya halodoc, ini sangat membantu.. Sedikit masukkan ya, akan lebih baik, seandainya ditambahkan fitur voice notenya",5,2025-05-09 13:56:43
bagus,4,2025-05-09 13:31:33
"dokter nya ramah,penjelasannya baik",5,2025-05-09 12:02:21
Bagusss,5,2025-05-09 10:51:13
"konsultasi by halodoc sangat membantu jika ada urgent,untk respon dan pelayanan dokterny ramah dan cepat",5,2025-05-09 07:24:24
sangat bagus untuk saya yg negatif thinking nya keras😍💛,4,2025-05-09 05:49:57
proses nya cepat,5,2025-05-09 05:36:45
gooddddd,5,2025-05-09 04:29:51
konsul ternyaman dan fast respon,5,2025-05-09 04:23:06
"gue mau review web dr halodoc sangat terkesan murahan,,, seharusnya tidak ada adsense dr google tp ternyata di masukin script iklan demi duit receh",1,2025-05-09 04:18:38
sangat membantu sekali,5,2025-05-09 02:41:06
Alhamdulillah ndak perlu jauh² buat konsul ke dokter lagi,5,2025-05-09 01:40:09
mantap perdana pake apk ini dan tidak mengecewakan,5,2025-05-09 01:29:21
Pelayanan Ramah,5,2025-05-08 23:07:00
bagus,5,2025-05-08 14:26:31
Dokter nya baik dan jujur sabar,5,2025-05-08 14:09:25
"Alhamdulillah semenjak ada halodoc, sangat membantu sekali.",5,2025-05-08 13:56:19
good,5,2025-05-08 13:28:12
sangat membantu,5,2025-05-08 12:16:24
sangat membantu sekali,5,2025-05-08 10:10:46
"Sangat membantu drpd keluar rumah jauh2 ke RS dan antri, ini bisa sambil tiduran lgsg konsultasi ke dr nya.",5,2025-05-08 08:51:23
ok,5,2025-05-08 08:03:06
bagus banget semua pelayanan yang ada di halodoc recomendasi masalah jerawat bisa membaik dan sembuh,5,2025-05-08 06:12:22
"membantu banget jadi gak perlu ke rs, jauh lebih murah dan hemat waktu",5,2025-05-08 04:47:29
good,5,2025-05-08 04:46:12
Sangat membantu untuk berobat online..sangat di mudahkan,5,2025-05-08 04:34:10
"halodoc sangat membantu utk membeli obat yg jarang ada diapotik umum, pengiriman sangat cepat lgsng diproses dan hrg sangat bersaing, trima kasih halodoc",5,2025-05-08 03:37:19
good,5,2025-05-08 03:34:53
dokternya baik banget cepat balas nya suka deh🫶🏻💅🏻,5,2025-05-08 03:20:03
"baik,",5,2025-05-08 02:47:12
mantap,5,2025-05-08 02:28:12
dengan dr Corry buaik poll penjelasan juga detail,5,2025-05-08 01:16:15
menyenangkan,5,2025-05-07 23:11:39
sangat membantu,5,2025-05-07 16:21:09
sangat baik,5,2025-05-07 15:27:36
sangat membantu terimakasih halo doc,5,2025-05-07 15:08:17
"ok,sekali..membantu saat tdk bs langsung ke dokter",5,2025-05-07 11:56:09
instan chat with doctor really efficient.,5,2025-05-07 11:46:19
so helpful dokternya..makasiiih halodoc,5,2025-05-07 08:01:13
oke,5,2025-05-07 06:52:36
ISTIMEWA👍🏻👍🏻👍🏻👍🏻,5,2025-05-07 04:01:20
good,5,2025-05-07 03:55:08
"aplikasi bagus sederhana, cepat dan infonya bermanfaat",5,2025-05-07 02:40:31
sangat membantu sekali 😍,5,2025-05-07 02:37:42
ok sangat membantu konsultasi online dg dokter,5,2025-05-07 01:12:20
membantu semua org,5,2025-05-07 00:52:48
baru mau coba,5,2025-05-07 00:30:17
siippp,5,2025-05-07 00:22:50
"bagus pelayanannya,dokternya jg ramah...",5,2025-05-06 18:35:18
masyAllah dokternya menjawab bangett,5,2025-05-06 17:54:59
"nice bangett, bisa konsultasi dengan dokter terpercaya dan dengan harga yang terjangkau. terimakasih halodoc",5,2025-05-06 16:46:27
sangat membantu,5,2025-05-06 15:01:42
mudah pengoperasionalnya dan sangat membantu krn online,5,2025-05-06 13:10:33
top,5,2025-05-06 12:38:13
bagus,5,2025-05-06 12:22:01
dr. nya ceper bgt responya,5,2025-05-06 11:42:50
sangat puas dan membantu disaat urgent. terimakasih halodoc,5,2025-05-06 08:58:49
mudah simpel smart,5,2025-05-06 07:09:13
aplikasi mudah diakses dan mantap,5,2025-05-06 06:03:36
lain kali bikin menu pencarian biar gampang cari obatnya,1,2025-05-06 05:10:12
