content,score,at,sentiment
"konsul YG ke2 x dengan Dr.halim konsul YG 1 soal jerawat hanya 1x konsul alhamdulillah langsung sembuh, semoga konsul x ini berhasil & membawa kesembuhan buat anak sy aamiin 🤲 terima kasih Dok sukses trs untuk Dr.halim perdanakusuma.",5,2025-07-25 17:07:22,positif
baik,5,2025-07-25 13:21:01,positif
cukup komunikatif,5,2025-07-25 12:28:03,positif
sangat membantu,5,2025-07-25 12:09:20,positif
memudahkan,5,2025-07-25 11:30:31,positif
"baguss, sangat rekomendasi buat teman teman yang tidak kuat buat berobat sendiri ke dokter, bisa mendapatkan saran medis terbaik dan resep obat yang bisa langsung di rebus di apotek terdekat, juga jika diperlukan bisa mendapatkan rekomendasi istirahat dari dokternya",5,2025-07-25 10:56:47,positif
tolong dong ekspedisi reguler nya diganti...yang bisa nganter tiap hari gitu. kami yang tidak bisa terdeteksi apotek terdekat kan pasti ekspedisi nya reguler dan itu bisa diluar daerah/pulau.,4,2025-07-25 10:43:59,positif
sangat membantu ku alternatif klu kepepet,5,2025-07-25 09:05:26,positif
sangat membantu disaat urgent,5,2025-07-25 06:24:52,positif
Sangat membantu,5,2025-07-25 03:48:24,positif
bagus,5,2025-07-25 01:59:51,positif
gak masuk akallll keren,5,2025-07-25 01:07:34,positif
sangat membantu dalam situasi gawat darurat,5,2025-07-24 23:47:43,positif
"puas sekali konsultasi di hallodoc, dokternya ramah-ramah. terlebih saya tinggal di LN yg kadang terkendala bahasa karena konsultasi kurang memuaskan dengan dokter disini.",5,2025-07-24 16:35:41,positif
pesan obat lama banget pengiriman yg katanya 1 jam malah jadi 2 jam lebih,1,2025-07-24 15:19:13,negatif
makasih banyak. lega dan mengena tanpa harus ke dokter offline yang antri.. sukses halodoc,5,2025-07-24 14:02:44,positif
"slalu puas dengan halo dok. cepat, aplikasinya gk ribet sat set..trimkaasih",5,2025-07-24 12:00:06,positif
pelayanan sangat membantu dan sangat baik terimakasih,5,2025-07-24 11:35:54,positif
mantap,5,2025-07-24 11:12:34,positif
"halodoc, tolong tambahin waktunya kalau mau konsultasi ke psikolog soalnya 1jam kecepatan, tambahin biaya juga ngk papa.... soalnya bermanfaat banget buat aku sebagai PMI Taiwan....",4,2025-07-24 10:37:18,positif
bagus,5,2025-07-24 07:31:55,positif
tengkyyuu,5,2025-07-24 07:11:44,positif
Bersyukur ada app ini🥹. Hari ni baru instal dan langsung konsul terkait kondisi Bapak. Alhamdulillah dokternya tanggap🥹.,5,2025-07-24 06:18:47,positif
mantap,5,2025-07-24 05:55:16,positif
sangat membantu,5,2025-07-24 04:17:57,positif
good,5,2025-07-24 03:58:10,positif
sangat membantu,5,2025-07-24 03:15:45,positif
bagus,5,2025-07-24 00:57:28,positif
sangat membantu,5,2025-07-23 15:49:52,positif
"respon dokter lama, waktu sudah berakhir baru muncul notif, ga guna buangw uang",1,2025-07-23 13:00:48,negatif
good,5,2025-07-23 12:13:32,positif
sangat bermanfaat,5,2025-07-23 11:54:50,positif
"dokternya sangat kompeten dalam menghadapai pasien, sya harap ini bisah di pertahankan, agar pasien yang berkunsultasi bisah merasa lebih baik",5,2025-07-23 11:08:28,positif
sangat mmbntu sekali,5,2025-07-23 05:41:32,positif
sangat membantu dan luar biasa,5,2025-07-23 05:08:55,positif
bagus,5,2025-07-23 03:54:02,positif
"koneksi alhamdulillah cepat, pelayanan dokter ramah dan lengkap",5,2025-07-23 02:11:39,positif
respon cepat,5,2025-07-23 01:01:28,positif
keren dan ngga ribet,5,2025-07-23 00:56:15,positif
saya senang dan sangat membantu,5,2025-07-22 22:55:00,positif
"respkn cepat, ramah 😊",5,2025-07-22 09:50:27,positif
ok,5,2025-07-22 08:47:40,positif
oke banget,5,2025-07-22 08:37:59,positif
"dokternya ga bales bales chat sampe waktu saya habis, padahal online.",1,2025-07-22 08:18:51,negatif
"Hallodoc sangat membantu , pelayanan mudah 👍",5,2025-07-22 05:29:03,positif
oke,5,2025-07-22 04:02:53,positif
pengiriman sangat cepat,5,2025-07-22 03:52:16,positif
ok,5,2025-07-22 03:05:03,positif
Praktis dan membantu dalam segala kondisi,5,2025-07-22 00:33:01,positif
"terimakasih halodoc selalu mempermudah,siap siaga jam brpapun konsultasi 🫶 obat yang di berikan selalu top terbaik 🫰",5,2025-07-21 22:43:50,positif
luar biasa...,5,2025-07-21 19:34:21,positif
respon cepat,5,2025-07-21 17:02:39,positif
dokternya ramah dan baik tepat waktu menjawb pertaanya,5,2025-07-21 16:32:32,positif
"Parah banget saldo terpotong, pesanan ga di terima, toko tutup.. ga niat banget kayanya bikin aplikasi, apa pake anak magang aplikasinya?",1,2025-07-21 15:47:49,negatif
"tolong kalau memang dokternya tidak online, jangan di cantumkan ke dalam online, sudah kejadian 2x saya mau konsultasi sampe nunggu lama hanya karna tulisannya dokter online kenyataan nya nunggu lama bahkan ada yang di chat tapi sampai tidak membalas",2,2025-07-21 15:37:59,negatif
berguna ketika tidak bisa kemana mana,5,2025-07-21 15:18:52,positif
terimakasih halodoc,5,2025-07-21 15:17:15,positif
sangat membantu,5,2025-07-21 12:29:51,positif
tanggal lahir Desember kok cuma sampai tanggal 30 tanggal 31 DESEMBER tidak ada tidak bisa bikin AKUN valid,1,2025-07-21 11:50:58,negatif
bagus,5,2025-07-21 11:32:58,positif
berobat lebih praktis,5,2025-07-21 10:51:40,positif
"Sangat membantu sekali, terimakasih 😄",5,2025-07-21 09:38:12,positif
sangat puas dan membantu,5,2025-07-21 07:21:18,positif
semuanya okeee,5,2025-07-21 04:52:31,positif
konsultasi cepat,5,2025-07-21 04:16:41,positif
mempermudah komunikasi dengan dokter dan tidak usah antri ke RS,5,2025-07-21 03:08:18,positif
sangat berguna,5,2025-07-21 02:56:48,positif
"dokter menjawab dengan sigap, tetapi sesi nya terlalu singkat..",4,2025-07-21 01:23:46,positif
mempermudah sekali,5,2025-07-21 00:23:03,positif
love deh pokoknya aku suka..,5,2025-07-20 18:01:29,positif
dokternya sangat membantu🙏,5,2025-07-20 16:22:39,positif
"aplikasi bagus tidak perlu ajtri lgi di rs untuk berobat, konsultasi dokter nya juga enak..",5,2025-07-20 16:02:44,positif
keren,5,2025-07-20 14:50:27,positif
membantu,5,2025-07-20 14:18:02,positif
"sangat memudahkan orang2 untuk berkonsultasi langsung pada dokter ahli , dengan biaya murah dan sangat mudah . terimakasih halodoc",5,2025-07-20 10:47:44,positif
Alhamdulillah sakit mama sy bertahap mulai membaik setelah minum obat yg diresepkan dokter,5,2025-07-20 10:27:31,positif
"sistem sangat merugikan jika salah satu dari obat yang diresepkan tidak tersedia, mohon ditambahkan fitur multiple apotik jika stock tidak lengkap di apotik lainnya, dan lucunya dokter meresepkan 5 strip obat, tapi cuman bisa masukin ke keranjang maximal 2, jadi karena antibiotik saya terpaksa memesan 2 + 2 + 1, dengan biaya grab 4x orderan untuk 1 resep",1,2025-07-20 10:14:19,negatif
ngebantu banget kalo keadaan urgent,5,2025-07-20 07:52:12,positif
pengirimam cepat,5,2025-07-20 06:53:23,positif
good response,5,2025-07-20 05:53:39,positif
sangat efektif dan membantu sekali👍,5,2025-07-20 05:06:46,positif
selalu puas konsul di sini,5,2025-07-20 04:28:21,positif
sangat membantu,5,2025-07-20 02:23:57,positif
hade pisan ieu aplikasi co,5,2025-07-20 01:30:33,positif
beenerbener ngebantuuu bangettt tttt,5,2025-07-20 00:46:11,positif
"kalo malem gak selalu stand by dokternya padahal profilnya online.. udah 2 kali kayagini. Alhasil cancel, tapi refund dananya lama banget. padahal urgent.",1,2025-07-19 19:11:26,negatif
mudah digunakan,5,2025-07-19 16:12:21,positif
nice,5,2025-07-19 06:42:03,positif
mantep,5,2025-07-19 05:00:12,positif
bagusss,5,2025-07-19 03:50:05,positif
sukses & sehat selalu,5,2025-07-18 22:22:51,positif
mantap,5,2025-07-18 16:06:52,positif
"Server eror terus, payah masa cekout obat ga bisa, trus buat apa??",1,2025-07-18 16:02:27,negatif
"dokternya ramah, baik..penjelasannya mudah di pahami dan di mengerti",5,2025-07-18 14:11:31,positif
sangat membantuu,5,2025-07-18 13:58:30,positif
harga dokter tinggi kualitas konsultasi tinggi,5,2025-07-18 12:20:44,positif
good app,5,2025-07-18 11:52:08,positif
"menyenangkan , cepat dan tepat",5,2025-07-18 10:32:32,positif
"user interfacenya terasa tidak nyaman, ketika layanan dimulai, jendela room chat tidak menyesuaikan dengan tampilan keyboard, sehingga apa yg diketik tidak terlihat di hp saya, namun bisa dilihat jika tampilan keyboard harus ditutup dahulu.",2,2025-07-18 09:21:35,negatif
sangat bagus dan membantu,5,2025-07-18 06:48:54,positif
pengiriman obatnya sangat cepat..👍,5,2025-07-18 06:06:57,positif
bagus sangat membantu,5,2025-07-18 06:02:56,positif
sangat memuaskan pelayanannya,5,2025-07-18 05:21:33,positif
sangat membantu saat kondisi tidak bisa ke mana2..,5,2025-07-18 05:20:57,positif
dokternya baikk dan mau mendengarkan,5,2025-07-18 04:47:14,positif
pengiriman kalau bisa 1 hari sampai,5,2025-07-17 23:21:04,positif
sangat membantu buat berobat tanpa harus keluar rumah.,5,2025-07-17 15:17:16,positif
mntp bosku,5,2025-07-17 15:04:15,positif
sangat membantu...,5,2025-07-17 13:57:58,positif
mantap mempermudah dengan adanya apk ini,5,2025-07-17 13:52:20,positif
"mantap,",5,2025-07-17 13:10:34,positif
"konsultasi dengan Dokter Devia Khoerunnisa, tentang ade yg tb tb g mau dbf, dijelaskan detail banget sama beliau. sukses terus Halodoc terimakasih, sudh membantu dan Mempermudah kami.",5,2025-07-17 13:08:04,positif
bagus,5,2025-07-17 12:43:18,positif
"Fast respon, mantap",5,2025-07-17 11:41:15,positif
"sangat membantu ketika ga kuat keluar rumah , terimakasih dokter ..",5,2025-07-17 11:24:31,positif
mau bayar lewat dana susah amat,1,2025-07-17 10:20:44,negatif
membantu,5,2025-07-17 10:12:22,positif
"Salam sehat, Saran & masukan buat halodoc tolong pilihan apotiknya yang tinggal diluar kota jangan kejauhan, obatnya kelamaan nyampe nya, sakitnya dah keburu sembuh karna terpaksa beli obat lagi di apotik terdekat",5,2025-07-17 09:06:16,positif
oke lh,4,2025-07-17 07:54:36,positif
"dokter menjawab dgn baik dan bijak,,",5,2025-07-17 07:43:07,positif
sangat bermanfaat,5,2025-07-17 03:18:00,positif
bagus,5,2025-07-17 02:37:16,positif
mantapp pengalaman pertama yang luar biasa pakai aplikasi halodoc gercep dan fast respon. dapat resep dan pesanan lgsung d antar..,5,2025-07-17 00:36:03,positif
"menyenangkan sekali, beberapa kalau tebus obat lewat halodoc... terimakasih halodoc, semoga kedepannya ada fitur cod ya🥰",5,2025-07-16 13:38:14,positif
harus install suatu saat butuh,5,2025-07-16 12:30:56,positif
baik dan cukup membantu,5,2025-07-16 09:31:50,positif
good,4,2025-07-16 06:09:32,positif
ok,4,2025-07-16 04:57:48,positif
pokok nya ok,5,2025-07-16 04:37:04,positif
"sedikit saran tolong halodoc kerjasama dgn bpjs , agar bisa dipergunakan nnti surat istirahat di instansi pekerjaan yg mengharuskan karyawan mc mnggunakan bpjs",5,2025-07-16 04:22:07,positif
bagus,5,2025-07-16 04:20:03,positif
sangat membantu,5,2025-07-16 04:17:45,positif
Sangat membantu,5,2025-07-16 03:17:33,positif
trima kasih,5,2025-07-16 03:16:00,positif
semoga bisa membantu,5,2025-07-16 03:04:06,positif
Baik dan jelas ramah langsung diresep obat,5,2025-07-16 01:50:27,positif
dokter Bayu bagus ramah,5,2025-07-15 17:34:13,positif
lebih praktis bisa konsul dmna saja,5,2025-07-15 13:50:34,positif
aplikasi cukup mudah dan sangat membantu,5,2025-07-15 13:32:32,positif
sangat membantu,4,2025-07-15 13:23:33,positif
smoga cocok dg resep nya,5,2025-07-15 11:41:44,positif
"Dokter nya sudah begitu berpengalaman dalam menanggapi keluhan pasien tidak ketus dalam membalas chat (tidak membuat pasien down) dan juga sangat tepat dalam pemberian obat,apabilah obat yg paten di kasih opsi obat generik ,jadi untuk yg tinggal bukan di kota gak bingung cari obat nya. lanjutkan ya dok semoga semakin membantu banyak orang",5,2025-07-15 11:36:06,positif
drivernya gabisa jaga privasi 🙂,1,2025-07-15 08:56:55,negatif
bgus konsul memuaskan 👍,5,2025-07-15 08:00:28,positif
"sangat membantu,dokternya ramah juga,memberi solusi lanjutan setelah konsul.",5,2025-07-15 04:49:27,positif
mempermudah pengobatan,4,2025-07-15 02:31:31,positif
sangat cepat dan cocok obat yg d sarankan,5,2025-07-15 01:47:08,positif
"terima kasih, layanannya bagus",4,2025-07-15 00:37:22,positif
edit profil lama bgt,1,2025-07-14 21:29:09,negatif
ok,5,2025-07-14 14:51:50,positif
sangat membantu,5,2025-07-14 14:30:43,positif
"Coba Konsul ke psikiater ternyata GK kompeten, respon nya juga lambat cuma. di jawab sekali saja sampai sesi habis. Dari CS nya juga kasih solusi masalahnya lamaa, itupun kompensasi nya cuman dapat voucher bukan full refund. DANN.... voucher nya tidak Full seharga sesi konsultasi nya melainkan hanya setengah Harga... dasar aplikasi scam GK worth it",1,2025-07-14 13:55:23,negatif
mantap,5,2025-07-14 08:05:07,positif
sangat membantu,5,2025-07-14 05:43:21,positif
cepat responnya,5,2025-07-14 04:37:02,positif
sangat membantu,5,2025-07-14 03:41:39,positif
bagus sangan membantu,5,2025-07-14 01:15:15,positif
Sangat membantu..terima kasih,5,2025-07-14 01:11:08,positif
cepat dan praktis,5,2025-07-14 00:58:14,positif
Mantap,5,2025-07-13 23:57:15,positif
selalu dikasih resep terbaik,5,2025-07-13 08:58:23,positif
good,5,2025-07-13 08:39:59,positif
sangat membantu sekali,5,2025-07-13 06:39:38,positif
"pengiriman lambat tidak ada update di riwayat, bilang 4 hari sudah seminggu TDK di kirim. padahal sudah bayar lunas, FATAL sudah di email sudah di chat jg dibilang di tunggu sampai kapan kah...sebulan atau setahun kita harus menunggu, dibatalkan tidak bisa,,,miris sekali",1,2025-07-13 06:16:01,negatif
dokternya baik. banget suka,5,2025-07-13 05:00:21,positif
terimakasih dok,5,2025-07-13 04:58:30,positif
"good application, if you need consultation with a doctor and you are not go to the hospital or clinic.",5,2025-07-13 03:28:06,positif
sangat membantu,5,2025-07-13 03:06:56,positif
fast respon,5,2025-07-13 02:04:12,positif
Mudah dan Cepat,5,2025-07-13 01:12:58,positif
"Dokumen harus2 lengkap, cap basah dari dokter, nama dokter, resep obat, padahal periksa di klinik kampung, yang jelas cuman ada kwitansi dan stempel. Dan petugas pun diminta ya cuman dikasih itu, reimburstment lewat pihak ketiga cuman malah ribet/rugi.",1,2025-07-13 00:11:04,negatif
"minta tolong ya kak waktu konsul ditambah, jangan 30m, sy belum byk bertanya sudah selesai, tp semoga membawa hasil ya, terima kasih dokter shinta. 🙏",5,2025-07-12 19:31:10,positif
"pertama kali Konsul, semoga permasalah cepet teratasi dan hasil menjadi baik sperti sebelumnya.",5,2025-07-12 15:06:09,positif
pesanan dikirim gak sesuai waktu ! pengiriman 3 jam tapi dari siang sampai malam gak sampai sampai. anak butuh obat tguin obatnya sampai malam berujung ga ad obat ga mnum obat ! mau chat driver jg gbsa ! apliksi jelek! pelayanan jelek!,1,2025-07-12 14:16:39,negatif
goof,5,2025-07-12 14:03:22,positif
Responnya cepat tanggap trimakasih banyak dok,5,2025-07-12 11:35:38,positif
dokter nya ok cara penyelesaian mudah di mengerti,5,2025-07-12 10:29:59,positif
Layanan kesehatan mudah dan terpercaya. Serta praktis.,5,2025-07-12 10:16:38,positif
sangat membantu sekali,5,2025-07-12 08:51:49,positif
"pelayanan baik,cepat dan ramah",5,2025-07-12 07:56:32,positif
mantap,5,2025-07-12 07:11:25,positif
sangat membantu,5,2025-07-12 06:42:26,positif
gak perlu datang ke rumah sakit..konsul nya jelas dan mudah dipahami.terima kasih halodoc,5,2025-07-12 05:32:18,positif
"saya mau komplain pesanan saya dari toko kesehatan sampai sekarang ngak sampai sampai dan sudah melebihi estimasi sampainya. saya sudah hubungin cs via tlp halodoc ngak diangkat dengan alasan lagi pada sibuk,kalo susah dihubungin buat apa ada cs. customer jadi susah kalo mau komplain",1,2025-07-12 05:16:24,negatif
"Pembelian obat tidak bisa cod, alhasil pake saldo udh dipotong buat biaya pengiriman, setelah sampai malah ditagih uang dengan nominal pengiriman, payah 🫩 malah bayar dua kali",1,2025-07-12 04:30:41,negatif
"sangat memudahkanku yg autoimun suka lemes kalo motoran kemana2, nebus obat juga gampang bgt. makasih banyak",5,2025-07-12 03:32:48,positif
dg adanya aplikasi ini sangat membantu di saat darurat dan mls untuk antri ke rmh sakit.cukup duduk manis dan menunggu obat datang.tks halodoc,5,2025-07-12 03:00:54,positif
sengat membantu sekali,5,2025-07-12 03:00:00,positif
"Konsul dengan dokter Natalia dokter sangat sabar dan dapat di mengerti, mudahan saya cepat sehat dari jerawat Saya aamiinn,tmksh dokter Natalia atas resepnya🙏😇",5,2025-07-12 02:51:58,positif
"Estimasi Paket saya sampainya tanggal 11 juli 2025, tapi ini udah tanggal 12 juli belum juga sampai paket obat saya. ketika saya email, belum direspon sama sekali.",1,2025-07-12 00:48:42,negatif
nice,5,2025-07-12 00:24:33,positif
sangat membantu dan ramah,5,2025-07-12 00:14:12,positif
sangat membantu,5,2025-07-12 00:10:06,positif
"Bagus ya, cuma saran saya bisa pilih apotik terdekat dr rumah. setiap habis konsul dok, pesan obat. obat lama sampe ternyataaaaa apotik nya jauh gilaaa dr alamat rumah. please ya adain menu opsi pemilihan Apotik terdekat.",5,2025-07-11 23:16:35,positif
sangat membantu,5,2025-07-11 20:09:24,positif
ramah sekali,5,2025-07-11 14:59:24,positif
worth it,5,2025-07-11 11:53:34,positif
terimakasih halo doc sdh merekomendasikan dokter-dokter keren,5,2025-07-11 11:17:52,positif
dr Lidya 👍,5,2025-07-11 10:36:26,positif
sangat membantu,5,2025-07-11 09:24:07,positif
semoga sukses,5,2025-07-11 07:35:54,positif
oke,4,2025-07-11 04:38:04,positif
sangat membantu.,5,2025-07-11 04:33:03,positif
pelayanannya ramah. dan sangat detail saat menjelaskan,5,2025-07-11 04:18:53,positif
baik,4,2025-07-11 03:52:55,positif
"hapus aja apk ini, mau uang aja, susah untuk konsultasi",1,2025-07-11 03:02:15,negatif
sangat membantu,5,2025-07-10 23:25:17,positif
respons cepat tanggap,5,2025-07-10 15:51:53,positif
sangat membantu,5,2025-07-10 15:07:12,positif
bagus dokternya ramah dan kooperatif,5,2025-07-10 15:00:59,positif
sangat bermanfaat,5,2025-07-10 13:39:13,positif
"overall bagus, masalah sy cuman menu edit foto yg nggk tersedia, masalahnya kadang fotonya kan nggk berhijab sedangkan dokternya lawan jenis jd ini sedikit bikin nggk nyaman.",4,2025-07-10 09:51:54,positif
"Produk yang dikirim beda, hubungi cs maksimal 3x24jam. Setelah 5 hari diinfo produk sesuai, cek link ehh foto produk sudah diganti. Hmmm menyeramkan hal hal seperti ini. Uninstall langsung.",1,2025-07-10 08:41:22,negatif
ok,5,2025-07-10 08:08:09,positif
sangat membantu,5,2025-07-10 06:30:00,positif
baik,5,2025-07-10 05:57:19,positif
sangat membantu,5,2025-07-10 05:00:30,positif
selalu cocok konsultasi disini,5,2025-07-10 04:30:50,positif
aplikasi buruk,1,2025-07-09 17:06:57,negatif
cerita doang. dikasih resep kaga,1,2025-07-09 16:52:44,negatif
